ERP,PPK.SKU,Order.Date,Category,Key.Item,Pack.Configuration,Style,ppk_ordered_qty,Full.Description,prepack_color,ordered_sku,qty_in_prepack,ordered_qty,unit_color,Ship.City,Ship.Region,Ship.Country,Ship.Zip
#1123,n/a,2019-10-02T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Marina,California,United States,93933
#1124,n/a,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Dover,Ohio,United States,44622
#1124,n/a,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Dover,Ohio,United States,44622
#1125,21353099,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,4,4,Paloma,Jersey City,New Jersey,United States,7302
#1125,21353099,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,4,4,Citrus,Jersey City,New Jersey,United States,7302
#1125,21353099,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,4,4,Crew Green,Jersey City,New Jersey,United States,7302
#1126,n/a,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Austin,Texas,United States,78701
#1127,21330020,2019-10-03T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Stone,Stone,13702020,3,3,Stone,Houston,Texas,United States,77094
#1128,21333199,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702150,1,1,Paloma,Honolulu,Hawaii,United States,96826
#1128,21333199,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702152,1,1,Citrus,Honolulu,Hawaii,United States,96826
#1128,21333199,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702120,1,1,Stone,Honolulu,Hawaii,United States,96826
#1129,n/a,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,4,Crew Green,Jersey City,New Jersey,United States,7302
#1129,n/a,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,4,Paloma,Jersey City,New Jersey,United States,7302
#1129,n/a,2019-10-04T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,4,Citrus,Jersey City,New Jersey,United States,7302
#1130,n/a,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Dublin,Ohio,United States,43016
#1131,n/a,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,3,Crew Green,Waco,Texas,United States,76707
#1131,n/a,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,3,Stone,Waco,Texas,United States,76707
#1132,21343099,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,2,2,Paloma,Providence,Rhode Island,United States,2903
#1132,21343099,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,2,2,Citrus,Providence,Rhode Island,United States,2903
#1132,21343099,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,2,2,Crew Green,Providence,Rhode Island,United States,2903
#1133,21350020,2019-10-05T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Stone,Stone,13702020,12,12,Stone,Dallas,Texas,United States,75225
#1134,n/a,2019-10-06T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Houston,Texas,United States,77007
#1135,21361099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701050,2,2,Paloma,Johns Island,South Carolina,United States,29455
#1135,21361099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701052,2,2,Citrus,Johns Island,South Carolina,United States,29455
#1135,21361099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Chubby Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13701011,2,2,Crew Green,Johns Island,South Carolina,United States,29455
#1136,n/a,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Santa Cruz,California,United States,95060
#1136,n/a,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Santa Cruz,California,United States,95060
#1138,21350120,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Stone,Stone,13702120,12,12,Stone,Newburgh,Indiana,United States,47630
#1139,21353099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,4,4,Paloma,Mountainside,New Jersey,United States,7092
#1139,21353099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,4,4,Citrus,Mountainside,New Jersey,United States,7092
#1139,21353099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,1,Crew Bottle - 12-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,4,4,Crew Green,Mountainside,New Jersey,United States,7092
#1140,n/a,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Casper,Wyoming,United States,82601
#1141,21331099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,1,1,Paloma,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1141,21333099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1141,21331099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,1,1,Citrus,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1141,21333099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1141,21331099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,1,1,Crew Green,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1141,21333099,2019-10-07T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,Capital Federal,Ciudad Autónoma De Buenos Aires,Argentina,1417
#1142,n/a,2019-10-08T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Paris,,France,75009
#1142,n/a,2019-10-08T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Paris,,France,75009
#1143,n/a,2019-10-08T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,North Miami Beach,Florida,United States,33181
#1144,n/a,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,New York,New York,United States,10011
#1145,21333399,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702111,1,1,Crew Green,New Orleans,Louisiana,United States,70112
#1145,21333399,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702152,1,1,Citrus,New Orleans,Louisiana,United States,70112
#1145,21333399,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Industry,Industry,13702120,1,1,Stone,New Orleans,Louisiana,United States,70112
#1146,21343199,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702150,2,2,Paloma,Holly Hill,Florida,United States,32117
#1146,21343199,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702152,2,2,Citrus,Holly Hill,Florida,United States,32117
#1146,21343199,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702120,2,2,Stone,Holly Hill,Florida,United States,32117
#1147,n/a,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Chicago,Illinois,United States,60647
#1147,n/a,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Chicago,Illinois,United States,60647
#1147,n/a,2019-10-09T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Chicago,Illinois,United States,60647
#1148,n/a,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Savannah,Georgia,United States,31401
#1149,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,8,Paloma,West Palm Beach,Florida,United States,33401
#1149,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,8,Citrus,West Palm Beach,Florida,United States,33401
#1149,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,2,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,8,Crew Green,West Palm Beach,Florida,United States,33401
#1150,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,4,Paloma,Chicago,Illinois,United States,60657
#1150,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,4,Citrus,Chicago,Illinois,United States,60657
#1150,21351099,2019-10-10T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,4,Crew Green,Chicago,Illinois,United States,60657
#1151,n/a,2019-10-11T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Delray Beach,Florida,United States,33446
#1152,n/a,2019-10-11T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,12,Stone,E Newark,New Jersey,United States,7029
#1153,21340152,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Citrus,Citrus,13702152,6,6,Citrus,Chicago,Illinois,United States,60647
#1154,21333099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,New Orleans,Louisiana,United States,70115
#1154,21333099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,New Orleans,Louisiana,United States,70115
#1154,21333099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,New Orleans,Louisiana,United States,70115
#1155,n/a,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Bellingham,Washington,United States,98225
#1156,21351099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,4,Paloma,Park Ridge,Illinois,United States,60068
#1156,21351099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,4,Citrus,Park Ridge,Illinois,United States,60068
#1156,21351099,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,4,Crew Green,Park Ridge,Illinois,United States,60068
#1157,21331199,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702050,1,1,Paloma,San Francisco,California,United States,94105
#1157,21331199,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702052,1,1,Citrus,San Francisco,California,United States,94105
#1157,21331199,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Classic,1,Crew Bottle - 3-Pack - Classic / Retired,"Paloma, Citrus, Stone",13702020,1,1,Stone,San Francisco,California,United States,94105
#1157,n/a,2019-10-12T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,San Francisco,California,United States,94105
#1158,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,2,Stone,Westerville,Ohio,United States,43081
#1159,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Kinston,North Carolina,United States,28501
#1160,21333099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,Santa Cruz,California,United States,95060
#1160,21333099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,Santa Cruz,California,United States,95060
#1160,21333099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,Santa Cruz,California,United States,95060
#1160,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,2,Stone,Santa Cruz,California,United States,95060
#1160,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Santa Cruz,California,United States,95060
#1161,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Los Angeles,California,United States,90039
#1162,21351099,2019-11-01T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,-1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,-4,Paloma,Arcata,California,United States,95521
#1162,21351099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,4,4,Paloma,Arcata,California,United States,95521
#1162,21351099,2019-11-01T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,-1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,-4,Citrus,Arcata,California,United States,95521
#1162,21351099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,4,4,Citrus,Arcata,California,United States,95521
#1162,21351099,2019-11-01T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,-1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,-4,Crew Green,Arcata,California,United States,95521
#1162,21351099,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,4,4,Crew Green,Arcata,California,United States,95521
#1163,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Bellevue,Kentucky,United States,41073
#1164,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,1,Paloma,Allentown,Pennsylvania,United States,18101
#1165,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Indianapolis,Indiana,United States,46203
#1166,n/a,2019-10-13T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Arlington,Texas,United States,76006
#1167,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,1,Crew Green,Philadelphia,Pennsylvania,United States,19125
#1168,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Crew Green,,13702011,,3,Crew Green,Chicago,Illinois,United States,60654
#1168,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,3,Stone,Chicago,Illinois,United States,60654
#1168,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Paloma,,13702050,,3,Paloma,Chicago,Illinois,United States,60654
#1168,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Citrus,,13702052,,3,Citrus,Chicago,Illinois,United States,60654
#1169,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Classic,,Crew Bottle - Single - Classic / Stone,,13702020,,1,Stone,Coral Gables,Florida,United States,33134
#1169,n/a,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Coral Gables,Florida,United States,33134
#1170,21341099,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702050,2,2,Paloma,Santa Barbara,California,United States,93108
#1170,21341099,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702052,2,2,Citrus,Santa Barbara,California,United States,93108
#1170,21341099,2019-10-14T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Classic,1,Crew Bottle - 6-Pack - Classic / Retired,"Paloma, Citrus, Crew Green",13702011,2,2,Crew Green,Santa Barbara,California,United States,93108
#1171,n/a,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Birmingham,Michigan,United States,48009
#1172,n/a,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Crew Green,,13702111,,1,Crew Green,Tampa,Florida,United States,33604
#1172,n/a,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Stone,,13702120,,1,Stone,Tampa,Florida,United States,33604
#1172,n/a,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Paloma,,13702150,,1,Paloma,Tampa,Florida,United States,33604
#1172,n/a,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,Single,Crafty,,Crew Bottle - Single - Crafty / Citrus,,13702152,,1,Citrus,Tampa,Florida,United States,33604
#1173,21350020,2019-10-15T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Classic,1,Crew Bottle - 12-Pack - Classic / Stone,Stone,13702020,12,12,Stone,Los Angeles,California,United States,90017
#1174,21333099,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702150,1,1,Paloma,Greensburg,Pennsylvania,United States,15601
#1174,21333099,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702152,1,1,Citrus,Greensburg,Pennsylvania,United States,15601
#1174,21333099,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,3-Pack,Crafty,1,Crew Bottle - 3-Pack - Crafty / Retired,"Paloma, Citrus, Crew Green",13702111,1,1,Crew Green,Greensburg,Pennsylvania,United States,15601
#1175,21343199,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702150,2,2,Paloma,Greensboro,North Carolina,United States,27406
#1175,21343199,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702152,2,2,Citrus,Greensboro,North Carolina,United States,27406
#1175,21343199,2019-10-16T00:00:00Z,Ecomm,Crew Bottle,6-Pack,Crafty,1,Crew Bottle - 6-Pack - Crafty / Retired,"Paloma, Citrus, Stone",13702120,2,2,Stone,Greensboro,North Carolina,United States,27406
#1176,21350111,2019-10-17T00:00:00Z,Ecomm,Crew Bottle,12-Pack,Crafty,2,Crew Bottle - 12-Pack - Crafty / Crew Green,Crew Green,13702111,12,24,Crew Green,Boston,Massachusetts,United States,2210
